R1,R2,R3,R4,R5,R6,R7,R8,F1,F2,F3,F4,F5,F6,F7,F8,L1,L2,L3,L4,L5,L6,L7,L8,x
0.614410,0.254550,0.279280,0.560360,0.818180,0.261260,0.636360,0.200000,Bajo,Medio,Medio,Medio,Alto,Medio,Bajo,Bajo,341,14,155,311,45,145,35,11,Bajo
0.400000,0.763640,0.636040,0.437840,0.454550,0.401800,0.418180,0.418180,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Medio,222,42,353,243,25,223,23,23,Medio
0.401800,0.618180,0.992790,0.423420,0.454550,0.614410,0.381820,0.636360,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,223,34,551,235,25,341,21,35,Medio
0.419820,0.618180,0.562160,0.419820,0.563640,0.616220,0.400000,0.600000,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,233,34,312,233,31,342,22,33,Medio
0.745950,0.563640,0.798200,0.781980,0.254550,0.744140,0.781820,0.800000,Medio,Medio,Medio,Bajo,Alto,Bajo,Medio,Medio,414,31,443,434,14,413,43,44,Medio
0.221620,0.945450,0.567570,0.275680,0.381820,0.585590,0.272730,0.600000,Medio,Medio,Medio,Medio,Bajo,Bajo,Bajo,Medio,123,52,315,153,21,325,15,33,Bajo
0.207210,0.800000,0.454050,0.255860,0.272730,0.976580,0.218180,0.945450,Medio,Alto,Alto,Medio,Medio,Alto,Medio,Medio,115,44,252,142,15,542,12,52,Alto
0.924320,0.581820,0.455860,0.958560,0.272730,0.581980,0.963640,0.581820,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Alto,513,32,253,532,15,323,53,32,Medio
0.583780,0.618180,0.565770,0.600000,0.381820,0.800000,0.618180,0.781820,Alto,Medio,Bajo,Alto,Bajo,Medio,Alto,Medio,324,34,314,333,21,444,34,43,Medio
0.419820,0.563640,0.619820,0.419820,0.618180,0.565770,0.436360,0.600000,Medio,Medio,Alto,Medio,Bajo,Medio,Medio,Medio,233,31,344,233,34,314,24,33,Medio
0.819820,0.981820,0.958560,0.819820,0.963640,0.976580,0.763640,1.000000,Medio,Bajo,Bajo,Bajo,Medio,Alto,Alto,Medio,455,54,532,455,53,542,42,55,Medio
0.800000,0.963640,0.454050,0.814410,0.818180,0.778380,0.763640,0.763640,Alto,Medio,Alto,Medio,Alto,Medio,Alto,Alto,444,53,252,452,45,432,42,42,Alto
0.960360,0.618180,0.938740,0.963960,0.581820,0.614410,0.927270,0.636360,Medio,Medio,Medio,Bajo,Bajo,Medio,Medio,Medio,533,34,521,535,32,341,51,35,Bajo
0.416220,0.454550,0.223420,0.398200,0.581820,0.277480,0.436360,0.200000,Bajo,Medio,Alto,Medio,Bajo,Medio,Medio,Bajo,231,25,124,221,32,154,24,11,Bajo
0.800000,0.436360,0.452250,0.760360,0.818180,0.794590,0.745450,0.763640,Alto,Medio,Medio,Medio,Alto,Medio,Medio,Alto,444,24,251,422,45,441,41,42,Alto
0.225230,0.781820,0.796400,0.259460,0.436360,0.958560,0.218180,0.981820,Alto,Medio,Alto,Bajo,Alto,Medio,Medio,Medio,125,43,442,144,24,532,12,54,Medio
0.614410,0.763640,0.405410,0.616220,0.763640,0.225230,0.636360,0.218180,Bajo,Medio,Medio,Medio,Medio,Bajo,Bajo,Bajo,341,42,225,342,42,125,35,12,Bajo
0.616220,0.800000,0.796400,0.619820,0.800000,0.436040,0.581820,0.436360,Medio,Alto,Alto,Medio,Medio,Medio,Medio,Medio,342,44,442,344,44,242,32,24,Medio
0.236040,0.381820,0.454050,0.219820,0.636360,0.201800,0.218180,0.218180,Medio,Alto,Alto,Medio,Bajo,Medio,Medio,Bajo,131,21,252,122,35,112,12,12,Medio
0.403600,0.963640,0.601800,0.455860,0.418180,0.781980,0.436360,0.781820,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Medio,224,53,334,253,23,434,24,43,Medio
0.960360,0.800000,0.978380,0.981980,0.618180,0.618020,0.963640,0.636360,Medio,Alto,Medio,Alto,Bajo,Alto,Medio,Medio,533,44,543,545,34,343,53,35,Medio
0.221620,0.454550,0.401800,0.219820,0.400000,0.636040,0.236360,0.581820,Medio,Medio,Alto,Medio,Alto,Alto,Alto,Alto,123,25,223,122,22,353,13,32,Alto
0.944140,0.236360,0.745950,0.926130,0.381820,0.781980,0.981820,0.800000,Bajo,Alto,Medio,Alto,Bajo,Alto,Medio,Medio,524,13,414,514,21,434,54,44,Medio
0.801800,0.272730,0.998200,0.747750,0.818180,0.998200,0.800000,1.000000,Bajo,Medio,Medio,Medio,Alto,Medio,Medio,Medio,445,15,554,415,45,554,44,55,Medio
0.387390,0.218180,0.778380,0.385590,0.236360,0.940540,0.400000,0.981820,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,215,12,432,214,13,522,22,54,Medio
0.603600,0.381820,0.616220,0.581980,0.618180,0.922520,0.581820,0.963640,Medio,Alto,Alto,Bajo,Bajo,Medio,Medio,Medio,335,21,342,323,34,512,32,53,Medio
0.598200,0.763640,0.383780,0.616220,0.563640,0.401800,0.600000,0.400000,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,332,42,213,342,31,223,33,22,Bajo
0.205410,0.800000,0.636040,0.257660,0.272730,0.798200,0.236360,0.781820,Medio,Alto,Medio,Medio,Medio,Medio,Alto,Medio,114,44,353,143,15,443,13,43,Medio
1.000000,0.745450,0.938740,0.981980,0.945450,0.920720,0.927270,1.000000,Alto,Bajo,Medio,Alto,Medio,Medio,Medio,Medio,555,41,521,545,52,511,51,55,Medio
0.562160,0.418180,0.565770,0.581980,0.200000,0.421620,0.618180,0.418180,Alto,Alto,Bajo,Bajo,Medio,Bajo,Alto,Medio,312,23,314,323,11,234,34,23,Medio
0.405410,0.945450,0.618020,0.455860,0.436360,0.942340,0.418180,0.963640,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,225,52,343,253,24,523,23,53,Medio
0.796400,0.418180,0.380180,0.760360,0.745450,0.416220,0.745450,0.400000,Medio,Alto,Medio,Medio,Medio,Alto,Medio,Bajo,442,23,211,422,41,231,41,22,Medio
0.580180,0.381820,0.800000,0.583780,0.436360,0.385590,0.618180,0.436360,Medio,Alto,Medio,Medio,Alto,Medio,Alto,Medio,322,21,444,324,24,214,34,24,Alto
0.920720,0.218180,0.457660,0.922520,0.272730,0.223420,0.981820,0.218180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,511,12,254,512,15,124,54,12,Medio
0.976580,0.636360,0.578380,0.960360,0.763640,0.452250,0.927270,0.418180,Alto,Bajo,Alto,Alto,Medio,Medio,Medio,Medio,542,35,321,533,42,251,51,23,Medio
0.742340,0.272730,0.942340,0.747750,0.218180,0.455860,0.781820,0.454550,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,412,15,523,415,12,253,43,25,Medio
0.205410,0.272730,0.459460,0.201800,0.272730,0.819820,0.272730,0.763640,Medio,Medio,Alto,Medio,Medio,Medio,Bajo,Alto,114,15,255,112,15,455,15,42,Medio
0.436040,0.763640,0.200000,0.434230,0.745450,0.398200,0.381820,0.381820,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,242,42,111,241,41,221,21,21,Medio
0.383780,1.000000,0.457660,0.454050,0.272730,0.637840,0.436360,0.581820,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Alto,213,55,254,252,15,354,24,32,Medio
0.981980,0.581820,0.621620,0.960360,0.800000,0.945950,1.000000,0.963640,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,545,32,345,533,44,525,55,53,Medio
0.980180,0.745450,0.457660,0.976580,0.818180,0.745950,0.981820,0.763640,Alto,Bajo,Medio,Medio,Alto,Medio,Medio,Alto,544,41,254,542,45,414,54,42,Medio
0.924320,0.818180,0.940540,0.981980,0.218180,0.634230,0.945450,0.636360,Medio,Alto,Medio,Alto,Medio,Alto,Medio,Medio,513,45,522,545,12,352,52,35,Alto
0.818020,0.236360,0.927930,0.747750,0.927270,0.783780,0.818180,0.818180,Medio,Alto,Medio,Medio,Medio,Medio,Medio,Medio,454,13,515,415,51,435,45,45,Medio
0.938740,0.600000,0.603600,0.960360,0.418180,0.243240,1.000000,0.236360,Alto,Medio,Medio,Alto,Medio,Alto,Medio,Alto,521,33,335,533,23,135,55,13,Alto
0.201800,0.981820,0.562160,0.275680,0.200000,0.436040,0.218180,0.418180,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,112,54,312,153,11,242,12,23,Medio
0.816220,0.454550,0.401800,0.760360,0.945450,0.636040,0.781820,0.581820,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Alto,453,25,223,422,52,353,43,32,Alto
0.924320,0.236360,0.639640,0.924320,0.272730,0.603600,1.000000,0.600000,Medio,Alto,Alto,Medio,Medio,Medio,Medio,Medio,513,13,355,513,15,335,55,33,Medio
0.976580,0.218180,0.922520,0.927930,0.745450,0.400000,0.945450,0.454550,Alto,Medio,Medio,Medio,Medio,Alto,Medio,Medio,542,12,512,515,41,222,52,25,Medio
0.387390,0.400000,0.581980,0.401800,0.218180,0.942340,0.418180,0.963640,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,215,22,323,223,12,523,23,53,Medio
0.272070,0.800000,0.922520,0.261260,0.927270,0.255860,0.218180,0.272730,Medio,Alto,Medio,Medio,Medio,Bajo,Medio,Medio,151,44,512,145,51,142,12,15,Medio
0.236040,0.436360,0.996400,0.225230,0.636360,0.257660,0.236360,0.272730,Medio,Medio,Medio,Medio,Bajo,Medio,Alto,Medio,131,24,553,125,35,143,13,15,Medio
0.927930,1.000000,0.920720,1.000000,0.200000,0.992790,0.927270,1.000000,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,515,55,511,555,11,551,51,55,Medio
0.812610,0.927270,0.580180,0.816220,0.945450,0.201800,0.763640,0.236360,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Alto,451,51,322,453,52,112,42,13,Medio
0.783780,0.400000,0.956760,0.765770,0.600000,0.938740,0.745450,1.000000,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,435,22,531,425,33,521,41,55,Medio
0.818020,0.963640,0.218020,0.812610,0.945450,0.776580,0.745450,0.745450,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,454,53,121,451,52,431,41,41,Medio
0.760360,0.236360,0.434230,0.742340,0.436360,0.416220,0.745450,0.400000,Medio,Alto,Medio,Medio,Alto,Alto,Medio,Bajo,422,13,241,412,24,231,41,22,Medio
0.223420,0.218180,0.978380,0.207210,0.436360,0.762160,0.236360,0.818180,Alto,Medio,Medio,Medio,Alto,Medio,Alto,Medio,124,12,543,115,24,423,13,45,Alto
0.387390,0.600000,0.812610,0.421620,0.272730,0.956760,0.381820,0.981820,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,215,33,451,234,15,531,21,54,Medio
0.273870,0.381820,0.814410,0.223420,1.000000,0.381980,0.218180,0.436360,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,Medio,152,21,452,124,55,212,12,24,Medio
0.621620,0.436360,0.958560,0.585590,0.781820,0.976580,0.581820,1.000000,Alto,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,345,24,532,325,43,542,32,55,Medio
0.958560,0.236360,0.603600,0.924320,0.600000,0.423420,1.000000,0.418180,Alto,Alto,Medio,Medio,Medio,Medio,Medio,Medio,532,13,335,513,33,235,55,23,Medio
1.000000,0.763640,0.416220,0.976580,0.963640,0.938740,0.927270,0.945450,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,555,42,231,542,53,521,51,52,Medio
0.279280,0.981820,0.796400,0.277480,0.981820,0.976580,0.218180,0.981820,Medio,Bajo,Alto,Medio,Medio,Alto,Medio,Medio,155,54,442,154,54,542,12,54,Medio
0.958560,0.800000,0.455860,0.976580,0.636360,0.437840,0.963640,0.400000,Alto,Alto,Medio,Medio,Bajo,Bajo,Medio,Bajo,532,44,253,542,35,243,53,22,Medio
0.380180,0.254550,0.778380,0.385590,0.236360,0.255860,0.400000,0.254550,Medio,Medio,Alto,Medio,Medio,Bajo,Medio,Medio,211,14,432,214,13,142,22,14,Medio
0.945950,0.236360,0.223420,0.920720,0.400000,0.962160,0.981820,0.927270,Medio,Alto,Alto,Medio,Alto,Medio,Medio,Alto,525,13,124,511,22,534,54,51,Alto
0.218020,0.381820,0.405410,0.219820,0.400000,0.207210,0.272730,0.218180,Medio,Alto,Medio,Medio,Alto,Medio,Bajo,Bajo,121,21,225,122,22,115,15,12,Medio
0.201800,0.781820,0.381980,0.255860,0.200000,0.418020,0.218180,0.400000,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Bajo,112,43,212,142,11,232,12,22,Bajo
0.938740,0.381820,0.585590,0.942340,0.400000,0.207210,1.000000,0.236360,Alto,Alto,Medio,Medio,Alto,Medio,Medio,Alto,521,21,325,523,22,115,55,13,Alto
0.398200,0.272730,0.636040,0.383780,0.454550,0.275680,0.418180,0.236360,Medio,Medio,Medio,Bajo,Medio,Bajo,Medio,Alto,221,15,353,213,25,153,23,13,Medio
0.945950,0.418180,0.218020,0.938740,0.400000,0.956760,0.927270,0.927270,Medio,Alto,Medio,Medio,Alto,Alto,Medio,Alto,525,23,121,521,22,531,51,51,Alto
0.745950,0.236360,0.578380,0.744140,0.218180,0.776580,0.745450,0.781820,Medio,Alto,Alto,Medio,Medio,Alto,Medio,Medio,414,13,321,413,12,431,41,43,Alto
0.763960,0.636360,0.385590,0.778380,0.381820,0.818020,0.800000,0.763640,Medio,Bajo,Medio,Medio,Bajo,Medio,Medio,Alto,424,35,214,432,21,454,44,42,Medio
0.385590,0.636360,0.922520,0.423420,0.200000,0.814410,0.400000,0.818180,Medio,Bajo,Medio,Medio,Medio,Alto,Medio,Medio,214,35,512,235,11,452,22,45,Medio
0.398200,0.200000,0.207210,0.380180,0.381820,0.207210,0.454550,0.200000,Medio,Medio,Medio,Alto,Bajo,Medio,Medio,Bajo,221,11,115,211,21,115,25,11,Medio
0.942340,0.963640,0.385590,0.994590,0.381820,0.601800,0.981820,0.581820,Alto,Medio,Medio,Alto,Bajo,Medio,Medio,Alto,523,53,214,552,21,334,54,32,Medio
0.758560,0.981820,0.978380,0.819820,0.436360,0.257660,0.781820,0.272730,Medio,Bajo,Medio,Bajo,Alto,Medio,Medio,Medio,421,54,543,455,24,143,43,15,Medio
0.940540,0.454550,0.436040,0.940540,0.436360,0.454050,0.945450,0.400000,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Bajo,522,25,242,522,24,252,52,22,Medio
0.401800,0.454550,0.618020,0.401800,0.436360,0.636040,0.418180,0.600000,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Medio,223,25,343,223,24,353,23,33,Medio
0.205410,0.745450,0.636040,0.257660,0.272730,0.744140,0.236360,0.781820,Medio,Bajo,Medio,Medio,Medio,Bajo,Alto,Medio,114,41,353,143,15,413,13,43,Medio
0.205410,0.781820,0.578380,0.257660,0.218180,0.776580,0.200000,0.781820,Medio,Medio,Alto,Medio,Medio,Alto,Bajo,Medio,114,43,321,143,12,431,11,43,Medio
0.800000,0.945450,0.277480,0.812610,0.818180,0.763960,0.800000,0.745450,Alto,Medio,Medio,Medio,Alto,Alto,Medio,Medio,444,52,154,451,45,424,44,41,Alto
0.277480,0.436360,0.794590,0.223420,0.981820,0.794590,0.200000,0.800000,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,154,24,441,124,54,441,11,44,Medio
0.405410,0.963640,0.254050,0.452250,0.436360,0.956760,0.381820,0.927270,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Alto,225,53,141,251,24,531,21,51,Alto
0.992790,0.781820,0.818020,0.980180,1.000000,0.241440,0.981820,0.254550,Alto,Medio,Medio,Bajo,Medio,Alto,Medio,Medio,551,43,454,544,55,134,54,14,Medio
0.819820,0.381820,0.218020,0.758560,0.945450,0.920720,0.745450,0.927270,Medio,Alto,Medio,Medio,Medio,Medio,Medio,Alto,455,21,121,421,52,511,41,51,Medio
0.960360,0.963640,0.763960,0.998200,0.581820,0.601800,0.981820,0.618180,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,533,53,424,554,32,334,54,34,Medio
0.940540,0.272730,0.439640,0.922520,0.436360,0.457660,0.981820,0.400000,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Bajo,522,15,244,512,24,254,54,22,Medio
0.818020,0.963640,0.962160,0.819820,0.963640,0.781980,0.800000,0.818180,Medio,Medio,Alto,Bajo,Medio,Alto,Medio,Medio,454,53,534,455,53,434,44,45,Medio
0.962160,0.200000,0.563960,0.924320,0.563640,0.744140,0.963640,0.781820,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,534,11,313,513,31,413,53,43,Medio
0.261260,0.600000,0.403600,0.237840,0.763640,0.962160,0.254550,0.945450,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,145,33,224,132,42,534,14,52,Medio
0.619820,0.981820,0.632430,0.636040,0.818180,0.794590,0.563640,0.781820,Medio,Bajo,Medio,Bajo,Alto,Medio,Alto,Medio,344,54,351,353,45,441,31,43,Medio
0.205410,0.218180,0.814410,0.205410,0.272730,0.760360,0.218180,0.800000,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,114,12,452,114,15,422,12,44,Medio
0.980180,0.200000,0.637840,0.924320,0.818180,0.745950,0.981820,0.781820,Alto,Medio,Bajo,Medio,Alto,Medio,Medio,Medio,544,11,354,513,45,414,54,43,Medio
0.383780,0.981820,0.455860,0.454050,0.272730,0.618020,0.418180,0.581820,Medio,Bajo,Medio,Bajo,Medio,Alto,Medio,Alto,213,54,253,252,15,343,23,32,Medio
0.585590,0.600000,0.603600,0.600000,0.418180,0.963960,0.636360,0.963640,Medio,Medio,Medio,Alto,Medio,Medio,Bajo,Medio,325,33,335,333,23,535,35,53,Medio
0.237840,0.600000,0.958560,0.243240,0.600000,0.418020,0.218180,0.454550,Medio,Medio,Bajo,Bajo,Medio,Bajo,Medio,Medio,132,33,532,135,33,232,12,25,Bajo
0.976580,0.818180,0.200000,0.974770,0.745450,0.452250,0.927270,0.381820,Alto,Alto,Alto,Medio,Medio,Medio,Medio,Medio,542,45,111,541,41,251,51,21,Alto
0.205410,0.818180,0.416220,0.255860,0.236360,0.812610,0.200000,0.763640,Medio,Alto,Medio,Medio,Medio,Medio,Bajo,Alto,114,45,231,142,13,451,11,42,Medio
0.762160,0.581820,0.565770,0.780180,0.381820,0.583780,0.800000,0.600000,Medio,Medio,Bajo,Medio,Bajo,Medio,Medio,Medio,423,32,314,433,21,324,44,33,Bajo
0.454050,0.400000,0.636040,0.401800,1.000000,0.401800,0.418180,0.418180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,252,22,353,223,55,223,23,23,Medio
0.578380,0.254550,0.922520,0.567570,0.381820,0.255860,0.581820,0.272730,Medio,Medio,Medio,Alto,Bajo,Bajo,Medio,Medio,321,14,512,315,21,142,32,15,Medio
0.567570,0.254550,0.219820,0.560360,0.218180,0.976580,0.581820,0.927270,Alto,Medio,Medio,Medio,Medio,Alto,Medio,Alto,315,14,122,311,12,542,32,51,Alto
0.387390,0.272730,0.758560,0.385590,0.218180,0.992790,0.381820,0.981820,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Medio,215,15,421,214,12,551,21,54,Medio
0.981980,0.236360,0.812610,0.926130,0.818180,0.956760,0.927270,0.981820,Medio,Alto,Medio,Alto,Alto,Alto,Medio,Medio,545,13,451,514,45,531,51,54,Alto
0.403600,0.600000,0.387390,0.418020,0.381820,0.783780,0.454550,0.763640,Medio,Medio,Medio,Bajo,Bajo,Medio,Medio,Alto,224,33,215,232,21,435,25,42,Medio
0.254050,0.945450,0.452250,0.273870,0.818180,0.218020,0.200000,0.218180,Medio,Medio,Medio,Medio,Alto,Medio,Bajo,Bajo,141,52,251,152,45,121,11,12,Medio
1.000000,0.781820,0.398200,0.976580,0.945450,0.956760,0.927270,0.945450,Alto,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,555,43,221,542,52,531,51,52,Medio
0.565770,0.963640,0.632430,0.636040,0.272730,0.776580,0.563640,0.781820,Medio,Medio,Medio,Bajo,Medio,Alto,Alto,Medio,314,53,351,353,15,431,31,43,Medio
0.978380,0.400000,0.598200,0.942340,0.781820,0.580180,0.945450,0.600000,Bajo,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,543,22,332,523,43,322,52,33,Bajo
0.598200,0.418180,0.381980,0.580180,0.563640,0.418020,0.581820,0.400000,Bajo,Alto,Medio,Medio,Medio,Bajo,Medio,Bajo,332,23,212,322,31,232,32,22,Bajo
0.454050,0.436360,0.434230,0.400000,0.981820,0.434230,0.381820,0.400000,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Bajo,252,24,241,222,54,241,21,22,Medio
0.383780,0.236360,0.578380,0.383780,0.218180,0.596400,0.381820,0.600000,Medio,Alto,Alto,Bajo,Medio,Alto,Medio,Medio,213,13,321,213,12,331,21,33,Medio
0.800000,0.927270,0.259460,0.812610,0.800000,0.745950,0.800000,0.745450,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,444,51,144,451,44,414,44,41,Medio
0.380180,0.563640,0.978380,0.423420,0.254550,0.203600,0.418180,0.272730,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Medio,211,31,543,235,14,113,23,15,Medio
0.236040,0.400000,0.776580,0.223420,0.600000,0.218020,0.200000,0.254550,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,131,22,431,124,33,121,11,14,Medio
0.585590,0.218180,0.742340,0.565770,0.381820,0.940540,0.581820,0.981820,Medio,Medio,Medio,Alto,Bajo,Medio,Medio,Medio,325,12,412,314,21,522,32,54,Medio
0.398200,0.945450,0.401800,0.454050,0.400000,0.221620,0.418180,0.218180,Medio,Medio,Alto,Bajo,Alto,Medio,Medio,Bajo,221,52,223,252,22,123,23,12,Medio
0.583780,0.781820,0.621620,0.618020,0.436360,0.783780,0.636360,0.781820,Alto,Medio,Medio,Medio,Alto,Medio,Bajo,Medio,324,43,345,343,24,435,35,43,Medio
0.801800,0.927270,0.927930,0.819820,0.745450,0.927930,0.818180,1.000000,Bajo,Medio,Medio,Bajo,Medio,Bajo,Medio,Medio,445,51,515,455,41,515,45,55,Bajo
0.581980,0.381820,0.403600,0.580180,0.400000,0.565770,0.618180,0.581820,Medio,Alto,Medio,Medio,Alto,Medio,Alto,Alto,323,21,224,322,22,314,34,32,Alto
0.437840,0.418180,0.380180,0.400000,0.745450,0.596400,0.381820,0.581820,Alto,Alto,Medio,Alto,Medio,Alto,Medio,Alto,243,23,211,222,41,331,21,32,Alto
0.980180,0.818180,0.924320,0.981980,0.745450,0.816220,0.963640,0.818180,Alto,Alto,Medio,Alto,Medio,Medio,Medio,Medio,544,45,513,545,41,453,53,45,Alto
0.567570,0.618180,0.776580,0.601800,0.236360,0.974770,0.563640,0.981820,Alto,Medio,Medio,Medio,Medio,Medio,Alto,Medio,315,34,431,334,13,541,31,54,Medio
0.637840,0.454550,0.794590,0.583780,0.981820,0.812610,0.563640,0.800000,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,354,25,441,324,54,451,31,44,Medio
0.454050,0.581820,0.436040,0.418020,0.981820,0.400000,0.400000,0.400000,Medio,Medio,Medio,Bajo,Medio,Alto,Medio,Bajo,252,32,242,232,54,222,22,22,Medio
0.239640,0.400000,0.257660,0.218020,0.618180,0.581980,0.236360,0.563640,Medio,Medio,Alto,Medio,Bajo,Medio,Alto,Medio,133,22,143,121,34,323,13,31,Medio
0.960360,0.927270,0.563960,0.996400,0.563640,0.563960,0.963640,0.600000,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,533,51,313,553,31,313,53,33,Medio
0.781980,0.618180,0.783780,0.781980,0.600000,0.801800,0.818180,0.800000,Alto,Medio,Bajo,Bajo,Medio,Medio,Medio,Medio,434,34,435,434,33,445,45,44,Medio
0.418020,0.927270,0.956760,0.459460,0.600000,0.380180,0.381820,0.454550,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,232,51,531,255,33,211,21,25,Medio
0.974770,0.254550,0.255860,0.920720,0.800000,0.255860,0.945450,0.200000,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Bajo,541,14,142,511,44,142,52,11,Bajo
0.436040,0.254550,0.225230,0.380180,0.763640,0.441440,0.454550,0.381820,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,242,14,125,211,42,245,25,21,Medio
0.801800,0.236360,0.236040,0.740540,0.781820,0.956760,0.745450,0.927270,Bajo,Alto,Bajo,Medio,Medio,Alto,Medio,Alto,445,13,131,411,43,531,41,51,Medio
0.581980,0.818180,0.259460,0.614410,0.436360,0.637840,0.618180,0.563640,Medio,Alto,Medio,Medio,Alto,Medio,Alto,Medio,323,45,144,341,24,354,34,31,Alto
0.776580,0.818180,0.742340,0.800000,0.563640,0.273870,0.763640,0.254550,Medio,Alto,Medio,Medio,Medio,Alto,Alto,Medio,431,45,412,444,31,152,42,14,Alto
0.760360,0.618180,0.801800,0.781980,0.436360,0.441440,0.818180,0.436360,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,422,34,445,434,24,245,45,24,Medio
0.958560,0.400000,0.938740,0.945950,0.581820,0.398200,0.927270,0.454550,Alto,Medio,Medio,Alto,Bajo,Medio,Medio,Medio,532,22,521,525,32,221,51,25,Medio
0.277480,0.745450,0.381980,0.255860,0.927270,0.742340,0.218180,0.763640,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Alto,154,41,212,142,51,412,12,42,Medio
0.621620,0.763640,0.740540,0.619820,0.745450,0.938740,0.563640,0.981820,Alto,Medio,Alto,Medio,Medio,Medio,Alto,Medio,345,42,411,344,41,521,31,54,Alto
0.614410,0.218180,0.758560,0.565770,0.763640,0.218020,0.563640,0.254550,Bajo,Medio,Alto,Alto,Medio,Medio,Alto,Medio,341,12,421,314,42,121,31,14,Medio
0.765770,0.636360,0.616220,0.780180,0.436360,0.994590,0.763640,0.963640,Alto,Bajo,Alto,Medio,Alto,Bajo,Alto,Medio,425,35,342,433,24,552,42,53,Medio
0.963960,0.581820,0.781980,0.962160,0.600000,0.944140,0.981820,0.981820,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,535,32,434,534,33,524,54,54,Medio
0.639640,0.745450,0.618020,0.618020,0.981820,0.924320,0.600000,0.963640,Alto,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,355,41,343,343,54,513,33,53,Medio
0.441440,0.618180,0.401800,0.418020,0.763640,0.978380,0.418180,0.945450,Alto,Medio,Alto,Bajo,Medio,Alto,Medio,Medio,245,34,223,232,42,543,23,52,Medio
0.598200,0.236360,0.956760,0.567570,0.600000,0.416220,0.563640,0.454550,Bajo,Alto,Medio,Alto,Medio,Alto,Alto,Medio,332,13,531,315,33,231,31,25,Alto
0.814410,0.381820,0.783780,0.763960,0.963640,0.387390,0.818180,0.436360,Bajo,Alto,Bajo,Bajo,Medio,Medio,Medio,Medio,452,21,435,424,53,215,45,24,Bajo
0.603600,0.781820,0.740540,0.619820,0.563640,0.956760,0.563640,0.981820,Medio,Medio,Alto,Medio,Medio,Alto,Alto,Medio,335,43,411,344,31,531,31,54,Alto
0.920720,0.200000,0.742340,0.926130,0.200000,0.201800,0.945450,0.254550,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,511,11,412,514,11,112,52,14,Medio
0.218020,0.200000,0.581980,0.203600,0.400000,0.203600,0.236360,0.236360,Medio,Medio,Medio,Medio,Alto,Alto,Alto,Alto,121,11,323,113,22,113,13,13,Alto
